x,y,z
-38072.7771,-13835.6588,-8050.9074
-37540.8753,-14367.5606,-9009.452
-37377.8359,-14530.6,-9449.6892
-37293.5887,-14614.8472,-9784.0734
-37259.3972,-14649.0387,-10057.1241
-37191.9154,-14716.5205,-10324.9525
-37190.4024,-14718.0335,-10552.6116
-37215.078,-14693.3579,-10773.0637
-37200.9819,-14707.454,-10995.3604
-37149.0024,-14759.4335,-11210.451
-36940.8666,-14967.5693,-11384.9836
-36789.3745,-15119.0614,-11537.1512
-36716.969,-15191.4669,-11695.4715
-36630.0179,-15278.418,-11837.044
-36472.5111,-15435.9248,-11921.7521
-36321.7163,-15586.7196,-11982.6657
-36198.6733,-15709.7626,-12042.9656
-36079.3312,-15829.1047,-12086.9257
-35963.5386,-15944.8973,-12113.4454
-35851.1644,-16057.2715,-12122.5765
-35766.0221,-16142.4138,-12155.3396
-35699.0518,-16209.3841,-12214.6486
-35605.1986,-16303.2373,-12206.6357
-35530.283,-16378.1529,-12228.4528
-35457.6424,-16450.7935,-12252.7005
-35388.0408,-16520.3951,-12281.8103
-35319.0891,-16589.3468,-12315.0568
-35218.0063,-16690.4296,-12327.2782
-35145.7165,-16762.7195,-12328.4463
-35073.066,-16835.37,-12331.8701
-34983.1996999999,-16925.2362,-12334.0323
-34907.531,-17000.9049,-12334.965
-34829.3488,-17079.0871,-12335.0052
-34746.9552,-17161.4807,-12339.7075
-34659.5678,-17248.8681,-12340.285
-34577.1502,-17331.2857,-12314.9248
-34568.5598,-17339.8761,-12121.8621
-34565.2507,-17343.1852,-11957.2766
-34561.3583,-17347.0776,-11821.2429
-34557.4526,-17350.9833,-11705.8816
-34555.5962,-17352.8397,-11602.5207
-34552.0227,-17356.4132,-11510.7451
-34549.4518,-17358.9841,-11427.2027
-34469.9623,-17438.4736,-11400.8535
-29245.7699,-22662.666,-13672.4637
-38953.7107,-22252.4428,-3265.7702
-39686.4033,-21637.6407,-7552.0176
-39874.8292,-21479.5326,-7143.0626
-40121.2645,-21272.7488,-6501.2779
-40488.6868,-20964.4449,-5447.7673
-40885.6775,-20631.3302,-4940.7859
-41242.532,-20331.8936,-4933.4763
-41630.5362,-20006.3194,-4875.7236
-42011.758,-19686.4364,-4919.0092
-42304.1482,-19441.0919,-5218.3318
-42407.3932,-19354.459,-5890.9894
-42350.3213,-19402.348,-6707.0528
-42357.2388,-19396.5436,-7278.339
-42468.6359,-19303.0703,-7638.2137
-42491.4238,-19283.949,-8061.5775
-42395.546,-19364.4,-8556.1232
-42306.7325,-19438.9234,-8977.8033
-42115.6982,-19599.2202,-9419.8138
-42075.3486,-19633.0775,-9704.3908
-42021.5087,-19678.2546,-9972.9943
-41996.3152,-19699.3944,-10205.2404
-41985.0826,-19708.8197,-10420.1673
-41973.0845,-19718.8873,-10627.2616
-41946.7663,-19740.9709,-10830.1146
-41942.3495,-19744.677,-11028.3578
-41910.0287,-19771.7974,-11220.6852
-41846.2689,-19825.2982,-11402.8407
-41812.6494,-19853.5083,-11586.6409
-41797.6101,-19866.1278,-11778.7425
-41600.1172,-20031.844,-11885.0521
-41478.7016,-20133.7239,-12004.662
-41377.2102,-20218.8852,-12123.9491
-41193.5696,-20372.9779,-12163.8615
-41026.7576,-20512.9499,-12188.254
-40866.0504,-20647.7992,-12189.0161
-40761.19,-20735.7876,-12234.5533
-40657.667,-20822.6537,-12265.4115
-40551.9331,-20911.3749,-12279.3956
-40453.1637,-20994.2523,-12289.8226
-40359.4989,-21072.8464,-12291.3252
-40270.9011,-21147.1887,-12292.8979
-40189.4141999999,-21215.5644,-12297.6205
-40109.4146,-21282.692,-12299.0329
-40003.0411,-21371.95,-12306.5549
-39929.0947,-21433.9984,-12309.033
-39855.3908,-21495.8433,-12311.5571
-39781.2013,-21558.0957,-12319.1237
-39687.0962,-21637.0593,-12322.874
-39609.8762,-21701.8546,-12328.8756
-39528.0759,-21770.4931,-12334.7663
-39443.8726,-21841.1481,-12338.7432
-39350.4037,-21919.5778,-12349.2027
-39185.1839,-22058.2137,-12491.2213
-39052.276,-22169.7367,-12525.0648
-38909.6757,-22289.3925,-12546.5851
-38555.2191,-22586.8169,-12579.5079
-38014.6516,-23040.4069,-12630.4546
-34219.5775,-26224.8522,-13528.6092
-34062.2175,-26356.8929,-13004.0418
-33670.9702,-26685.1883,-11743.6462
-33580.9888999999,-26760.6917,-11162.6895
-33631.6196,-26718.2074,-10577.4851
-33983.8895,-26422.6179,-10048.0484
-34378.4941,-26091.5054,-9584.0705
-34634.725,-25876.5021,-9133.5306
-35023.6984,-25550.1146,-8774.4541
-35429.4424,-25209.655,-8481.2866
-35379.386,-25251.6573,-7938.8935
-35406.8569,-25228.6065,-7406.7594
-35530.8358,-25124.5759,-6918.3243
-35590.648,-25074.3875,-6334.58
-35653.801,-25021.3957,-5689.4893
-35935.6044,-24784.9347,-5281.0402
-36243.5764,-24526.5154,-4900.4751
-36553.1673,-24266.7378,-4510.1016
-36887.0435,-23986.5824,-4146.8913
-37264.4274,-23669.9198,-3871.4282
-37591.6781,-23395.3238,-3414.8166
-37946.3849,-23097.6894,-2971.2723
-38327.0469,-22778.2761,-2459.7654
-38953.7107,-22252.4428,-3265.7702
-41532.0411,-24798.8762,-5285.9334
-41759.2834,-24608.1973,-5345.598
-41965.331,-24435.3028,-5359.1734
-42169.409,-24264.061,-5335.1813
-42372.712,-24093.4695,-5372.7159
-42568.8561,-23928.8851,-5487.7355
-42766.9114,-23762.697,-5524.4538
-42943.9751,-23614.1229,-5705.0272
-43089.5624,-23491.9606,-6140.9681
-43174.9707,-23420.2946,-6690.9659
-43521.6961,-23129.3574,-6132.862
-43719.2797,-22963.5651,-6149.1052
-43887.6844,-22822.2568,-6263.7829
-43995.7925,-22731.5433,-6523.5879
-44074.8032,-22665.2455,-6826.1619
-44142.1116,-22608.7669,-7107.9958
-44190.6967,-22567.9992,-7392.6528
-44299.7281,-22476.5111,-7551.6493
-44385.5255,-22404.5184,-7739.7888
-44444.5432,-22354.9967,-7954.6824
-44519.5462,-22292.0618,-8136.9219
-44597.5985,-22226.5681,-8309.8019
-44690.5236,-22148.5947,-8463.713
-44783.9305,-22070.217,-8617.6143
-44863.4855,-22003.4624,-8784.2057
-44916.4314,-21959.0355,-8970.0293
-44971.207,-21913.0734,-9156.4872
-45018.9119,-21873.0442,-9340.2838
-45048.4216,-21848.2826,-9531.2316
-45028.1875,-21865.261,-9740.6978
-45029.6076,-21864.0694,-9933.3029
-45037.5475,-21857.407,-10119.0057
-45047.9435,-21848.6837,-10301.2033
-45028.1068,-21865.3287,-10486.4282
-45007.5523,-21882.576,-10667.3345
-45006.5072,-21883.4529,-10843.3425
-45011.5293,-21879.2389,-11018.7145
-44972.8711,-21911.677,-11191.2511
-44906.6837,-21967.2148,-11356.4278
-44819.6763999999,-22040.2226,-11514.0981
-44712.6924,-22129.9929,-11654.3714
-44495.9476,-22311.8633,-11747.6626
-44255.4464,-22513.6678,-11809.5974
-44000.4006,-22727.6766,-11835.898
-43837.731,-22864.1726,-11880.636
-43686.6401,-22990.9529,-11913.1475
-43575.0376,-23084.5986,-11953.3862
-43502.2545,-23145.6708,-12013.5724
-43386.3748,-23242.9054,-12028.5478
-43240.5141,-23365.2971,-12017.3764
-43140.9077,-23448.8768,-12019.1947
-43057.8708,-23518.553,-12026.0798
-42988.8865,-23576.4377,-12042.7734
-42938.9122,-23618.3711,-12077.0622
-42887.3619,-23661.627,-12106.5798
-42839.9212,-23701.4344,-12139.5646
-42798.6824,-23736.038,-12182.756
-42756.6593,-23771.2995,-12225.11
-42716.729,-23804.805,-12274.2019
-42667.8757,-23845.7978,-12304.0378
-42606.9275,-23896.9394,-12298.8375
-42550.0811,-23944.6392,-12295.2436
-42497.7959,-23988.5116,-12301.2136
-42446.1254,-24031.8684,-12303.8363
-42394.915,-24074.839,-12309.719
-42320.273,-24137.4711,-12312.563
-42271.2385,-24178.6159,-12314.8516
-42222.4821,-24219.5274,-12316.8835
-42173.7784,-24260.3947,-12320.6291
-42125.016,-24301.3111,-12321.044
-42075.6938,-24342.6974,-12324.3011
-42007.3892,-24400.0117,-12328.9024
-41956.0605,-24443.0817,-12332.233
-41903.5848,-24487.114,-12334.9289
-41849.509,-24532.4889,-12338.3025
-41795.5996,-24577.7243,-12336.9088
-41737.9461,-24626.1013,-12340.8426
-41717.595,-24643.1779,-12211.3249
-41674.63,-24679.2299,-12175.7361
-41616.0176,-24728.4115,-12179.4944
-41535.6795,-24795.8232,-12218.2177
-41391.339,-24916.9392,-12341.6778
-41278.4101,-25011.6979,-12396.7224
-41163.9344,-25107.7544,-12434.1639
-41028.8233,-25221.126,-12482.0359
-40832.6003,-25385.7767,-12584.0281
-40653.0635,-25536.426,-12635.8074
-40469.7183,-25690.2708,-12666.1277
-40318.0738,-25817.5156,-12641.6272
-37142.763,-28481.9178,-13345.787
-31318.8583,-33368.7541,-12186.9389
-31221.9613,-33450.0603,-11260.9978
-31853.5155,-32920.1234,-10042.6664
-31844.0636,-32928.0546,-9397.0837
-34565.1804,-30644.7664,-9263.9298
-36034.8433,-29411.5729,-9095.1953
-36584.8473,-28950.0647,-8889.3801
-37282.6311,-28364.5546,-8775.5665
-37619.0217,-28082.2893,-8606.078
-37798.4036,-27931.77,-8379.5619
-38018.2452,-27747.301,-8187.3077
-38141.5844,-27643.8072,-7946.5088
-38252.0152,-27551.1447,-7697.1814
-38356.0146,-27463.8788,-7438.848
-38352.582,-27466.7591,-7073.6411
-38340.9076,-27476.5551,-6665.1132
-38467.0315,-27370.7246,-6387.4999
-38603.3131,-27256.3707,-6113.7645
-38779.5136,-27108.521,-5892.6692
-38986.5195,-26934.8224,-5716.4985
-39190.6159,-26763.5652,-5539.4914
-39397.7262,-26589.779,-5374.7098
-39618.9601,-26404.1417,-5239.3942
-39867.3524,-26195.7158,-5177.5358
-40157.7997,-25952.0016,-5261.5095
-40440.3361,-25714.9254,-5360.7798
-40655.7755,-25534.1503,-5296.4062
-40865.7444,-25357.9655,-5218.2883
-41117.1632,-25147.0001,-5363.3541
-41328.5997,-24969.5838,-5347.7299
-41532.0411,-24798.8762,-5285.9334
-45958.6482,-29398.6509,-8133.077
-45745.5798,-29577.4364,-8439.8927
-45582.0973,-29714.6146,-8762.042
-45370.8618,-29891.8622,-8867.8967
-45168.3582,-30061.7828,-9006.7742
-44974.4261,-30224.5112,-9176.5769
-44016.055,-31028.68,-8571.7789
-43712.4589,-31283.4274,-8871.1798
-42836.6499,-32018.3184,-8909.5654
-42199.1731,-32553.225,-9276.5189
-41434.9988,-33194.4434,-9826.9716
-41232.6639,-33364.2225,-10597.1262
-41637.2266999999,-33024.754,-11363.4072
-42525.8516999999,-32279.1091,-12145.0262
-43624.3025,-31357.3994,-12305.2408
-44582.8234,-30553.1049,-12177.0965
-45038.9393,-30170.3782,-12121.0988
-45353.8902,-29906.103,-12065.1366
-45528.3402,-29759.7221,-12101.8012
-45597.7729,-29701.4612,-12297.0476
-45747.0632,-29576.1917,-12338.7004
-45898.8487,-29448.8286,-12334.9395
-46038.1923,-29331.9054,-12334.3213
-46188.0134,-29206.1906,-12328.5421
-46316.0349,-29098.7678,-12327.1003
-46462.5663,-28975.8133,-12312.6039
-46595.9533,-28863.8883,-12303.1511
-46754.1214,-28731.1695,-12337.1047
-46924.1092,-28588.5328,-12339.6553
-47141.4345,-28406.1753,-12369.069
-47402.2016,-28187.3657,-12384.4245
-47710.8339,-27928.3925,-12364.1238
-48103.5404,-27598.8726,-12315.4675
-48208.9758,-27510.4018,-12007.0822
-48535.3836,-27236.5131,-11772.9995
-48942.5907,-26894.8258,-11462.2371
-49464.3961,-26456.979,-11032.7841
-49651.4647,-26300.0098,-10489.9293
-49588.983,-26352.4382,-9946.7686
-49375.0144,-26531.9792,-9466.6458
-49401.7427,-26509.5514,-8848.8384
-49083.6729,-26776.4438,-8448.3475
-48711.28,-27088.9185,-8146.7335
-48406.1401,-27344.9613,-7806.2467
-48057.4565,-27637.5415,-7554.2036
-47614.5755,-28009.1629,-7571.6044
-47250.9411,-28314.2883,-7500.6166
-46878.0047,-28627.2191,-7599.4587
-46512.541,-28933.8796,-7868.1331
-46219.2294,-29179.9972,-7886.2699
-45958.6482,-29398.6509,-8133.077
